gene_id	GM12878_gate_type	GM12878_gene_name	K562_gate_type	gene_name
ENSG00000271629				
ENSG00000271631			REPRESSED	
ENSG00000271632				
ENSG00000271635		DBF4P2		DBF4P2
ENSG00000271638		BNIP3P19		BNIP3P19
ENSG00000271639		PPFIA1P1		PPFIA1P1
ENSG00000271642	REPRESSED	MARK3P1		MARK3P1
ENSG00000271644				
ENSG00000271647		KRT8P47	BIVALENT	KRT8P47
ENSG00000271650				
ENSG00000271652				
ENSG00000271653				
ENSG00000271654				
ENSG00000271655		BNIP3P35		BNIP3P35
ENSG00000271656				
ENSG00000271657				
ENSG00000271660	REPRESSED			
ENSG00000271661		BNIP3P36		BNIP3P36
ENSG00000271662				
ENSG00000271664			REPRESSED	
ENSG00000271666				
ENSG00000271667				
ENSG00000271670				
ENSG00000271671				
ENSG00000271672		DUXAP8		DUXAP8
ENSG00000271676			REPRESSED	
ENSG00000271677				
ENSG00000271679		LSM1P2		LSM1P2
ENSG00000271681				
ENSG00000271682				
ENSG00000271686		TNPO3P1	INCONSISTENT	TNPO3P1
ENSG00000271687		MTND5P10		MTND5P10
ENSG00000271691				
ENSG00000271693				
ENSG00000271696				
ENSG00000271697				
ENSG00000271699		SNX29P2		SNX29P2
ENSG00000271701				
ENSG00000271702				
ENSG00000271704		BNIP3P20		BNIP3P20
ENSG00000271705		RPL17P3		RPL17P3
ENSG00000271710	REPRESSED	NDUFA8P1		NDUFA8P1
ENSG00000271711	COMPLEX			
ENSG00000271712				
ENSG00000271714	BIVALENT	FAM169A-AS1		FAM169A-AS1
ENSG00000271715				
ENSG00000271716				
ENSG00000271723		MROH7-TTC4		MROH7-TTC4
ENSG00000271724				
ENSG00000271725	INCONSISTENT			
ENSG00000271730				
ENSG00000271732				
ENSG00000271736		LINC02772	INCONSISTENT	LINC02772
ENSG00000271739		RNU1-29P		RNU1-29P
ENSG00000271743				
ENSG00000271749				
ENSG00000271752				
ENSG00000271755	REPRESSED			
ENSG00000271758				
ENSG00000271761				
ENSG00000271763			REPRESSED	
ENSG00000271765		RN7SKP299		RN7SKP299
ENSG00000271766	REPRESSED			
ENSG00000271771				
ENSG00000271774				
ENSG00000271776	REPRESSED			
ENSG00000271778			INCONSISTENT	
ENSG00000271779			INCONSISTENT	
ENSG00000271781				
ENSG00000271787				
ENSG00000271789				
ENSG00000271792				
ENSG00000271795				
ENSG00000271806			REPRESSED	
ENSG00000271810				
ENSG00000271814		RN7SKP290		RN7SKP290
ENSG00000271817		U3		U3
ENSG00000271819		RNU6-94P		RNU6-94P
ENSG00000271820			REPRESSED	
ENSG00000271825				
ENSG00000271826	BIVALENT	PLS3-AS1		PLS3-AS1
ENSG00000271828				
ENSG00000271830				
ENSG00000271833				
ENSG00000271841	INCONSISTENT	RNU7-10P		RNU7-10P
ENSG00000271843	SIMPLE_OR			
ENSG00000271850		LINC02343		LINC02343
ENSG00000271851				
ENSG00000271852		SNORD11B		SNORD11B
ENSG00000271862				
ENSG00000271868				
ENSG00000271871				
ENSG00000271874		RAI14-DT		RAI14-DT
ENSG00000271880	INCONSISTENT			
ENSG00000271886		MIR98		MIR98
ENSG00000271889				
ENSG00000271890		OR10AE1P		OR10AE1P
ENSG00000271892				
ENSG00000271893			INCONSISTENT	
ENSG00000271894				
ENSG00000271897			REPRESSED	
ENSG00000271898		MIR4791		MIR4791
ENSG00000271900				
ENSG00000271901				
ENSG00000271904				
ENSG00000271907		SNORA35B		SNORA35B
ENSG00000271911			REPRESSED	
ENSG00000271913		TAGAP-AS1		TAGAP-AS1
ENSG00000271916				
ENSG00000271917				
ENSG00000271919				
ENSG00000271922				
ENSG00000271923		RNU6-86P		RNU6-86P
ENSG00000271924		RNA5SP108		RNA5SP108
ENSG00000271932		RNU6-85P		RNU6-85P
ENSG00000271934		OR2AS2P		OR2AS2P
ENSG00000271936	SIMPLE_OR			
ENSG00000271943	INCONSISTENT			
ENSG00000271945				
ENSG00000271947				
ENSG00000271952		LINC01954		LINC01954
ENSG00000271955	REPRESSED			
ENSG00000271958			INCONSISTENT	
ENSG00000271959				
ENSG00000271963			REPRESSED	
ENSG00000271964	SIMPLE_OR			
ENSG00000271967				
ENSG00000271968		ADAM6		ADAM6
ENSG00000271971				
ENSG00000271973				
ENSG00000271974		RDM1P4		RDM1P4
ENSG00000271976				
ENSG00000271977		EVA1CP2		EVA1CP2
ENSG00000271978				
ENSG00000271980				
ENSG00000271981				
ENSG00000271985			REPRESSED	
ENSG00000271986		RN7SL827P		RN7SL827P
ENSG00000271992				
ENSG00000271993				
ENSG00000271996				
ENSG00000271998				
ENSG00000272002		LINC02973		LINC02973
ENSG00000272006				
ENSG00000272010				
ENSG00000272015		SNORA62		SNORA62
ENSG00000272020		RNU1-30P		RNU1-30P
ENSG00000272021				
ENSG00000272024				
ENSG00000272025		SNORA74		SNORA74
ENSG00000272027				
ENSG00000272028		RNU6-87P		RNU6-87P
ENSG00000272033				
ENSG00000272036		MIR139		MIR139
ENSG00000272037				
ENSG00000272046				
ENSG00000272049				
ENSG00000272051		Y_RNA		Y_RNA
ENSG00000272054	REPRESSED			
ENSG00000272055		RNU6-6P		RNU6-6P
ENSG00000272068		BCAN-AS1		BCAN-AS1
ENSG00000272071				
ENSG00000272072				
ENSG00000272075		RN7SL828P		RN7SL828P
ENSG00000272076				
ENSG00000272077				
ENSG00000272078				
ENSG00000272080		MIR502		MIR502
ENSG00000272084				
ENSG00000272085				
ENSG00000272087				
ENSG00000272088				
ENSG00000272094				
ENSG00000272096		RN7SL715P		RN7SL715P
ENSG00000272100				
ENSG00000272103				
ENSG00000272108				
ENSG00000272109	INCONSISTENT			
ENSG00000272113		Y_RNA		Y_RNA
ENSG00000272123				
ENSG00000272128				
ENSG00000272129				
ENSG00000272130				
ENSG00000272134				
ENSG00000272137				
ENSG00000272140			INCONSISTENT	
ENSG00000272143	INCONSISTENT	FGF14-AS2		FGF14-AS2
ENSG00000272144				
ENSG00000272148			INCONSISTENT	
ENSG00000272149			REPRESSED	
ENSG00000272150		NBPF25P		NBPF25P
ENSG00000272153				
ENSG00000272154				
ENSG00000272155				
ENSG00000272157	REPRESSED			
ENSG00000272158	INCONSISTENT			
ENSG00000272159				
ENSG00000272160		RNU4-5P		RNU4-5P
ENSG00000272161				
ENSG00000272163	REPRESSED			
ENSG00000272164				
ENSG00000272166				
ENSG00000272167	REPRESSED			
ENSG00000272175				
ENSG00000272180				
ENSG00000272181	SIMPLE_OR			
ENSG00000272182				
ENSG00000272197		RN7SL803P		RN7SL803P
ENSG00000272203				
ENSG00000272209				
ENSG00000272211	COMPLEX			
ENSG00000272215	INCONSISTENT	U7		U7
ENSG00000272218				
ENSG00000272219	SIMPLE_OR			
ENSG00000272220				
ENSG00000272221			INCONSISTENT	
ENSG00000272223				
ENSG00000272230		MIR3666		MIR3666
ENSG00000272232		RN7SL726P		RN7SL726P
ENSG00000272234				
ENSG00000272235				
ENSG00000272237				
ENSG00000272239				
ENSG00000272243				
ENSG00000272249				
ENSG00000272253		RNA5SP386		RNA5SP386
ENSG00000272254				
ENSG00000272255			INCONSISTENT	
ENSG00000272259	BIVALENT	LINC01749		LINC01749
ENSG00000272262		RNU6-89P		RNU6-89P
ENSG00000272263				
ENSG00000272264				
ENSG00000272265				
ENSG00000272275				
ENSG00000272279				
ENSG00000272281		TPTE2P2		TPTE2P2
ENSG00000272293				
ENSG00000272297				
ENSG00000272298				
ENSG00000272304	REPRESSED			
ENSG00000272305				
ENSG00000272311	REPRESSED	IFNL4P1		IFNL4P1
ENSG00000272312				
ENSG00000272316				
ENSG00000272319				
ENSG00000272320				
ENSG00000272321			REPRESSED	
ENSG00000272328			INCONSISTENT	
ENSG00000272329				
ENSG00000272334			INCONSISTENT	
ENSG00000272335				
ENSG00000272337		RNU6-90P		RNU6-90P
ENSG00000272338				
ENSG00000272343				
ENSG00000272344		SNORD114-21		SNORD114-21
ENSG00000272345				
ENSG00000272346			INCONSISTENT	
ENSG00000272356				
ENSG00000272359	COMPLEX	RNU4-89P		RNU4-89P
ENSG00000272361				
ENSG00000272362			REPRESSED	
ENSG00000272369				
ENSG00000272372				
ENSG00000272374			REPRESSED	
ENSG00000272375				
ENSG00000272379			INCONSISTENT	
ENSG00000272380		MIR3976		MIR3976
ENSG00000272381		LINC02664		LINC02664
ENSG00000272382				
ENSG00000272383				
ENSG00000272386	INCONSISTENT			
ENSG00000272387				
ENSG00000272395		IFNL4		IFNL4
ENSG00000272396				
ENSG00000272397			INCONSISTENT	
ENSG00000272400				
ENSG00000272402				
ENSG00000272405				
ENSG00000272406				
ENSG00000272407			REPRESSED	
ENSG00000272414	REPRESSED	FAM47E-STBD1		FAM47E-STBD1
ENSG00000272416				
ENSG00000272417				
ENSG00000272418				
ENSG00000272420				
ENSG00000272425				
ENSG00000272428				
ENSG00000272430		LINC02637		LINC02637
ENSG00000272431		ZNF454-DT		ZNF454-DT
ENSG00000272435	REPRESSED	RNA5SP357		RNA5SP357
ENSG00000272436		CUX2P1		CUX2P1
ENSG00000272439		RNU6-91P		RNU6-91P
ENSG00000272443		OR13Z2P		OR13Z2P
ENSG00000272444				
ENSG00000272445		RNU6-84P		RNU6-84P
ENSG00000272446				
ENSG00000272457	REPRESSED			
ENSG00000272458		MIR432		MIR432
ENSG00000272460		SNORD115-40		SNORD115-40
ENSG00000272461			INCONSISTENT	
ENSG00000272465			REPRESSED	
ENSG00000272468				
ENSG00000272469	COMPLEX	RN7SL760P		RN7SL760P
ENSG00000272472				
ENSG00000272473				
ENSG00000272474		SNORD113-5		SNORD113-5
ENSG00000272477				
ENSG00000272478			INCONSISTENT	
ENSG00000272479				
ENSG00000272480		OR13Z3P		OR13Z3P
ENSG00000272483				
ENSG00000272485			INCONSISTENT	
ENSG00000272489				
ENSG00000272491				
ENSG00000272494		OR1X1P		OR1X1P
ENSG00000272498	SIMPLE_OR			
ENSG00000272502	BIVALENT			
ENSG00000272505				
ENSG00000272506	BIVALENT			
ENSG00000272507		RNU6-88P		RNU6-88P
ENSG00000272508				
ENSG00000272509				
ENSG00000272510				
ENSG00000272515				
ENSG00000272516				
ENSG00000272518	SIMPLE_OR			
ENSG00000272519				
ENSG00000272529				
ENSG00000272536		RN7SL840P		RN7SL840P
ENSG00000272537				
ENSG00000272541				
ENSG00000272542				
ENSG00000272545				
ENSG00000272555			REPRESSED	
ENSG00000272556		GTF2IP13		GTF2IP13
ENSG00000272558				
ENSG00000272559		OR51F3P		OR51F3P
ENSG00000272563	INCONSISTENT			
ENSG00000272564				
ENSG00000272566				
ENSG00000272568		CPVL-AS2		CPVL-AS2
ENSG00000272569		OR5BL1P		OR5BL1P
ENSG00000272573		MUSTN1		MUSTN1
ENSG00000272574				
ENSG00000272575		LINC02098		LINC02098
ENSG00000272576				
ENSG00000272588				
ENSG00000272589	SIMPLE_OR	ZSWIM8-AS1		ZSWIM8-AS1
ENSG00000272592				
ENSG00000272595		OR10AH1P	REPRESSED	OR10AH1P
ENSG00000272597				
ENSG00000272599				
ENSG00000272600				
ENSG00000272601		EFCAB3P1		EFCAB3P1
ENSG00000272602		ZNF595	SIMPLE_AND	ZNF595
ENSG00000272604				
ENSG00000272609				
ENSG00000272610		MAGI1-IT1		MAGI1-IT1
ENSG00000272617				
ENSG00000272620		AFAP1-AS1	SIMPLE_AND	AFAP1-AS1
ENSG00000272625				
ENSG00000272626	INCONSISTENT			
ENSG00000272627	REPRESSED			
ENSG00000272630				
ENSG00000272632				
ENSG00000272634		OR51F5P	REPRESSED	OR51F5P
ENSG00000272636		DOC2B		DOC2B
ENSG00000272638				
ENSG00000272639			REPRESSED	
ENSG00000272642				
ENSG00000272645		GTF2IP20		GTF2IP20
ENSG00000272646				
ENSG00000272650				
ENSG00000272656				
ENSG00000272660				
ENSG00000272661				
ENSG00000272664		OR51C4P		OR51C4P
ENSG00000272666	SIMPLE_AND	KLHDC7B-DT		KLHDC7B-DT
ENSG00000272669				
ENSG00000272672			INCONSISTENT	
ENSG00000272674		PCDHB16		PCDHB16
ENSG00000272676		OR5AO1P		OR5AO1P
ENSG00000272678				
ENSG00000272681		FAM223B		FAM223B
ENSG00000272682				
ENSG00000272685		OR9I3P		OR9I3P
ENSG00000272694				
ENSG00000272696			INCONSISTENT	
ENSG00000272699				
ENSG00000272703			INCONSISTENT	
ENSG00000272707				
ENSG00000272710				
ENSG00000272714				
ENSG00000272720				
ENSG00000272727		LINC02266		LINC02266
ENSG00000272732				
ENSG00000272733	REPRESSED			
ENSG00000272734	SIMPLE_AND	ADIRF-AS1		ADIRF-AS1
ENSG00000272736	REPRESSED			
ENSG00000272742				
ENSG00000272744				
ENSG00000272745				
ENSG00000272748				
ENSG00000272750				
ENSG00000272754				
ENSG00000272755				
ENSG00000272760				
ENSG00000272769			INCONSISTENT	
ENSG00000272770				
ENSG00000272777				
ENSG00000272779		BMS1P20		BMS1P20
ENSG00000272783				
ENSG00000272784			INCONSISTENT	
ENSG00000272787				
ENSG00000272788				
ENSG00000272789				
ENSG00000272791				
ENSG00000272797				
ENSG00000272798				
ENSG00000272800				
ENSG00000272804		KRTAP10-7	REPRESSED	KRTAP10-7
ENSG00000272807				
ENSG00000272810				
ENSG00000272814			INCONSISTENT	
ENSG00000272815			REPRESSED	
ENSG00000272823				
ENSG00000272824				
ENSG00000272825				
ENSG00000272832	SIMPLE_OR			
ENSG00000272834	INCONSISTENT			
ENSG00000272836				
ENSG00000272840				
ENSG00000272842				
ENSG00000272848			INCONSISTENT	
ENSG00000272851				
ENSG00000272855				
ENSG00000272856				
ENSG00000272858				
ENSG00000272861			REPRESSED	
ENSG00000272864				
ENSG00000272865				
ENSG00000272866				
ENSG00000272871				
ENSG00000272872				
ENSG00000272882		OR2BH1P		OR2BH1P
ENSG00000272885				
ENSG00000272887		CSPG4P5		CSPG4P5
ENSG00000272895				
ENSG00000272897				
ENSG00000272900		OR10Q2P		OR10Q2P
ENSG00000272905				
ENSG00000272908			INCONSISTENT	
ENSG00000272909				
ENSG00000272910				
ENSG00000272911				
ENSG00000272912				
ENSG00000272914			REPRESSED	
ENSG00000272915				
ENSG00000272917				
ENSG00000272918			INCONSISTENT	
ENSG00000272920		hsa-mir-1253	INCONSISTENT	hsa-mir-1253
ENSG00000272922			INCONSISTENT	
ENSG00000272927	INCONSISTENT			
ENSG00000272936				
ENSG00000272937		OR6U2P		OR6U2P
ENSG00000272940				
ENSG00000272942				
ENSG00000272944	BIVALENT			
ENSG00000272945				
ENSG00000272950				
ENSG00000272954				
ENSG00000272958				
ENSG00000272963		OR7A19P		OR7A19P
ENSG00000272966				
ENSG00000272968		RBAK-RBAKDN		RBAK-RBAKDN
ENSG00000272971			INCONSISTENT	
ENSG00000272975	REPRESSED	MYHAS		MYHAS
ENSG00000272977				
ENSG00000272979				
ENSG00000272982				
ENSG00000272983				
ENSG00000272984	REPRESSED			
ENSG00000272987		OR5AL1		OR5AL1
ENSG00000272988	INCONSISTENT			
ENSG00000272989		LINC02012	REPRESSED	LINC02012
ENSG00000272990	REPRESSED			
ENSG00000272995				
ENSG00000273006				
ENSG00000273007				
ENSG00000273011				
ENSG00000273012				
ENSG00000273013				
ENSG00000273014				
ENSG00000273017			INCONSISTENT	
ENSG00000273018		FAM106A		FAM106A
ENSG00000273024		INTS4P2		INTS4P2
ENSG00000273032		DGCR5	BIVALENT	DGCR5
ENSG00000273033		LINC02035	REPRESSED	LINC02035
ENSG00000273035				
ENSG00000273036		CYP4F33P		CYP4F33P
ENSG00000273041		ATF4P2		ATF4P2
ENSG00000273044				
ENSG00000273051		OR51F4P		OR51F4P
ENSG00000273055				
ENSG00000273056				
ENSG00000273058				
ENSG00000273059				
ENSG00000273068	INCONSISTENT			
ENSG00000273069	INCONSISTENT			
ENSG00000273073				
ENSG00000273076				
ENSG00000273079	REPRESSED	GRIN2B		GRIN2B
ENSG00000273082	INCONSISTENT	LARGE1-AS1		LARGE1-AS1
ENSG00000273085		OR52E1		OR52E1
ENSG00000273088	INCONSISTENT			
ENSG00000273090				
ENSG00000273093				
ENSG00000273096				
ENSG00000273098				
ENSG00000273100	REPRESSED			
ENSG00000273102				
ENSG00000273104				
ENSG00000273108			INCONSISTENT	
ENSG00000273110				
ENSG00000273111		LYPD4	INCONSISTENT	LYPD4
ENSG00000273112			INCONSISTENT	
ENSG00000273113	REPRESSED			
ENSG00000273115				
ENSG00000273118	INCONSISTENT			
ENSG00000273119	REPRESSED			
ENSG00000273123				
ENSG00000273124	SIMPLE_AND			
ENSG00000273129	REPRESSED	PACERR		PACERR
ENSG00000273132				
ENSG00000273133				
ENSG00000273136		NBPF26	INCONSISTENT	NBPF26
ENSG00000273137		SELENOO-AS1		SELENOO-AS1
ENSG00000273138				
ENSG00000273142		LINC02604		LINC02604
ENSG00000273151				
ENSG00000273153				
ENSG00000273156				
ENSG00000273160				
ENSG00000273165				
ENSG00000273167	INCONSISTENT			
ENSG00000273171				
ENSG00000273172		LINC02091		LINC02091
ENSG00000273173	SIMPLE_AND	SNURF		SNURF
ENSG00000273177				
ENSG00000273180				
ENSG00000273183				
ENSG00000273186			INCONSISTENT	
ENSG00000273192				
ENSG00000273196				
ENSG00000273198				
ENSG00000273203				
ENSG00000273211				
ENSG00000273212			INCONSISTENT	
ENSG00000273213		H3-7		H3-7
ENSG00000273214				
ENSG00000273218				
ENSG00000273219				
ENSG00000273221				
ENSG00000273225		FAM25BP		FAM25BP
ENSG00000273228		OR5BQ1P		OR5BQ1P
ENSG00000273230				
ENSG00000273232				
ENSG00000273233	INCONSISTENT			
ENSG00000273234		OR2A13P		OR2A13P
ENSG00000273238		TMEM271		TMEM271
ENSG00000273243				
ENSG00000273244				
ENSG00000273245				
ENSG00000273252		OR7E39P	REPRESSED	OR7E39P
ENSG00000273255		OR5BP1P		OR5BP1P
ENSG00000273257		LINC02928		LINC02928
ENSG00000273258				
ENSG00000273259				
ENSG00000273261			INCONSISTENT	
ENSG00000273262				
ENSG00000273264	REPRESSED			
ENSG00000273267				
ENSG00000273271	INCONSISTENT			
ENSG00000273275				
ENSG00000273284				
ENSG00000273287	INCONSISTENT			
ENSG00000273289	INCONSISTENT			
ENSG00000273291			INCONSISTENT	
ENSG00000273293				
ENSG00000273294		C1QTNF3-AMACR		C1QTNF3-AMACR
ENSG00000273295				
ENSG00000273300				
ENSG00000273302				
ENSG00000273305	SIMPLE_OR			
ENSG00000273306				
ENSG00000273308				
ENSG00000273311		DGCR11		DGCR11
ENSG00000273312			REPRESSED	
ENSG00000273313		RBAKDN		RBAKDN
ENSG00000273319				
ENSG00000273321				
ENSG00000273325				
ENSG00000273327		OR6L2P		OR6L2P
ENSG00000273328			INCONSISTENT	
ENSG00000273330		CYP4F36P	INCONSISTENT	CYP4F36P
ENSG00000273331		TM4SF19-DYNLT2B	INCONSISTENT	TM4SF19-DYNLT2B
ENSG00000273336		OR7M1P	REPRESSED	OR7M1P
ENSG00000273353				
ENSG00000273356		LINC02019		LINC02019
ENSG00000273360				
ENSG00000273362				
ENSG00000273365			REPRESSED	
ENSG00000273368				
ENSG00000273369				
ENSG00000273372		SFTPD-AS1		SFTPD-AS1
ENSG00000273373		SLC16A4-AS1		SLC16A4-AS1
ENSG00000273374				
ENSG00000273377		OR2Q1P		OR2Q1P
ENSG00000273381	INCONSISTENT			
ENSG00000273384				
ENSG00000273388			INCONSISTENT	
ENSG00000273396		LINC01396		LINC01396
ENSG00000273398				
ENSG00000273399	SIMPLE_OR			
ENSG00000273402	REPRESSED			
ENSG00000273403			INCONSISTENT	
ENSG00000273406				
ENSG00000273407				
ENSG00000273408		OR5B15P		OR5B15P
ENSG00000273409		LINC02712		LINC02712
ENSG00000273413	INCONSISTENT			
ENSG00000273415		LINC02725		LINC02725
ENSG00000273419				
ENSG00000273420			REPRESSED	
ENSG00000273423		OR13I1P		OR13I1P
ENSG00000273424				
ENSG00000273428				
ENSG00000273434		OR8S21P		OR8S21P
ENSG00000273442				
ENSG00000273444				
ENSG00000273445				
ENSG00000273447				
ENSG00000273448				
ENSG00000273449				
ENSG00000273450				
ENSG00000273454				
ENSG00000273455				
ENSG00000273461				
ENSG00000273464			COMPLEX	
ENSG00000273471				
ENSG00000273472	INCONSISTENT			
ENSG00000273473				
ENSG00000273474				
ENSG00000273483			REPRESSED	
ENSG00000273484		OR6R2P		OR6R2P
ENSG00000273485	INCONSISTENT			
ENSG00000273486			INCONSISTENT	
ENSG00000273487				
ENSG00000273489				
ENSG00000273492	INCONSISTENT	APP-DT		APP-DT
ENSG00000273493				
ENSG00000273497				
ENSG00000273499			REPRESSED	
ENSG00000273500		MIR6129		MIR6129
ENSG00000273507				
ENSG00000273509		CNTNAP3P1		CNTNAP3P1
ENSG00000273512			REPRESSED	
ENSG00000273513		TBC1D3K		TBC1D3K
ENSG00000273514		FOXD4L6		FOXD4L6
ENSG00000273515				
ENSG00000273516		U1		U1
ENSG00000273520		SPDYE8		SPDYE8
ENSG00000273524	INCONSISTENT	Metazoa_SRP		Metazoa_SRP
ENSG00000273532				
ENSG00000273536				
ENSG00000273540		AGBL1		AGBL1
ENSG00000273541				
ENSG00000273549		Metazoa_SRP		Metazoa_SRP
ENSG00000273550				
ENSG00000273551			REPRESSED	
ENSG00000273552				
ENSG00000273553				
ENSG00000273554				
ENSG00000273555		MIR6812		MIR6812
ENSG00000273557				
ENSG00000273558				
ENSG00000273566		Metazoa_SRP		Metazoa_SRP
ENSG00000273567		REXO1L3P		REXO1L3P
ENSG00000273568			INCONSISTENT	
ENSG00000273569				
ENSG00000273570				
ENSG00000273573		Metazoa_SRP		Metazoa_SRP
ENSG00000273576				
ENSG00000273580				
ENSG00000273582				
ENSG00000273584				
ENSG00000273586		OR10G1P		OR10G1P
ENSG00000273589				
ENSG00000273590				
ENSG00000273591		7SK		7SK
ENSG00000273593		MIR7160		MIR7160
ENSG00000273595	REPRESSED			
ENSG00000273597			INCONSISTENT	
ENSG00000273598		PMS2P10		PMS2P10
ENSG00000273599				
ENSG00000273600				
ENSG00000273606		MIR6776		MIR6776
ENSG00000273609				
ENSG00000273610		RN7SL386P		RN7SL386P
ENSG00000273612	REPRESSED			
ENSG00000273613		MIR6511A4		MIR6511A4
ENSG00000273618				
ENSG00000273621				
ENSG00000273627		MIR4726	INCONSISTENT	MIR4726
ENSG00000273628			INCONSISTENT	
ENSG00000273629		U7		U7
ENSG00000273634			REPRESSED	
ENSG00000273639				
ENSG00000273640		WBP1LP8		WBP1LP8
ENSG00000273643		PPP1R26P2		PPP1R26P2
ENSG00000273644				
ENSG00000273648		MIR8065		MIR8065
ENSG00000273650				
ENSG00000273657		MIR6792		MIR6792
ENSG00000273658				
ENSG00000273659				
ENSG00000273664				
ENSG00000273668				
ENSG00000273669				
ENSG00000273675	REPRESSED			
ENSG00000273679				
ENSG00000273680				
ENSG00000273682	REPRESSED			
ENSG00000273687				
ENSG00000273691				
ENSG00000273692		LONRF2P5		LONRF2P5
ENSG00000273693		CDRT15P10		CDRT15P10
ENSG00000273694		U2		U2
ENSG00000273696		CT45A7		CT45A7
ENSG00000273698		MRPL57P1		MRPL57P1
ENSG00000273701				
ENSG00000273704				
ENSG00000273709		U2		U2
ENSG00000273710		Metazoa_SRP		Metazoa_SRP
ENSG00000273712				
ENSG00000273716				
ENSG00000273717		RN7SL343P		RN7SL343P
ENSG00000273719				
ENSG00000273720				
ENSG00000273721				
ENSG00000273725	INCONSISTENT	Metazoa_SRP		Metazoa_SRP
ENSG00000273727		U1	SIMPLE_AND	U1
ENSG00000273730		5_8S_rRNA		5_8S_rRNA
ENSG00000273731				
ENSG00000273732		VN1R74P		VN1R74P
ENSG00000273733				
ENSG00000273736			REPRESSED	
ENSG00000273739				
ENSG00000273742		MIR6075		MIR6075
ENSG00000273744		U4		U4
ENSG00000273745		MIR6870		MIR6870
ENSG00000273746				
ENSG00000273747				
ENSG00000273748				
ENSG00000273756		GOLGA6L26		GOLGA6L26
ENSG00000273760				
ENSG00000273762		VN1R76P		VN1R76P
ENSG00000273765				
ENSG00000273767				
ENSG00000273769		L1CAM-AS1		L1CAM-AS1
ENSG00000273771	SIMPLE_OR			
ENSG00000273773				
ENSG00000273776		MIR6126		MIR6126
ENSG00000273777		CEACAM20	REPRESSED	CEACAM20
ENSG00000273778		MIR6765		MIR6765
ENSG00000273784	SIMPLE_OR			
ENSG00000273786				
ENSG00000273788		U3		U3
ENSG00000273791	REPRESSED			
ENSG00000273792				
ENSG00000273800				
ENSG00000273804				
ENSG00000273805			INCONSISTENT	
ENSG00000273806				
ENSG00000273813				
ENSG00000273816				
ENSG00000273818		RN7SL673P		RN7SL673P
ENSG00000273819		ENPP7P7		ENPP7P7
ENSG00000273824				
ENSG00000273825				
ENSG00000273829		Metazoa_SRP		Metazoa_SRP
ENSG00000273830	INCONSISTENT	MIR7843		MIR7843
ENSG00000273835		SNORD115-13		SNORD115-13
ENSG00000273836		MIR6842		MIR6842
ENSG00000273838				
ENSG00000273840				
ENSG00000273843				
ENSG00000273844				
ENSG00000273846		Metazoa_SRP		Metazoa_SRP
ENSG00000273849		SDR42E1P4		SDR42E1P4
ENSG00000273851				
ENSG00000273853				
ENSG00000273855	REPRESSED			
ENSG00000273858				
ENSG00000273860				
ENSG00000273863				
ENSG00000273866		Metazoa_SRP		Metazoa_SRP
ENSG00000273870				
ENSG00000273872		SLC25A15P4		SLC25A15P4
ENSG00000273874		MIR6859-2		MIR6859-2
ENSG00000273876				
ENSG00000273877			INCONSISTENT	
ENSG00000273882		MIR8066		MIR8066
ENSG00000273885			INCONSISTENT	
ENSG00000273886		Metazoa_SRP		Metazoa_SRP
ENSG00000273890				
ENSG00000273891				
ENSG00000273893			INCONSISTENT	
ENSG00000273894		SLC20A1P2		SLC20A1P2
ENSG00000273897		PMS2P8		PMS2P8
ENSG00000273898		MIR6798		MIR6798
ENSG00000273899	SIMPLE_OR	NOL12		NOL12
ENSG00000273900				
ENSG00000273904	REPRESSED			
ENSG00000273906				
ENSG00000273907		CA15P2		CA15P2
ENSG00000273908	REPRESSED			
ENSG00000273912		MIR8068		MIR8068
ENSG00000273913		Metazoa_SRP		Metazoa_SRP
ENSG00000273919				
ENSG00000273920				
ENSG00000273925				
ENSG00000273927		Y_RNA		Y_RNA
ENSG00000273932		MIR6877		MIR6877
